0,0,1286,1148,922,1399
0,1,739,953,951,991
0,2,1400,714,421,1243
0,3,942,1490,1222,1219
0,4,1134,562,822,908
0,5,1492,345,832,1180
0,6,1074,301,1600,1380
0,7,1345,574,1062,664
0,8,1132,643,1629,371
0,9,512,945,523,553
0,10,1311,310,1492,1401
0,11,1161,1165,664,1671
0,12,486,1200,1640,346
0,13,1086,1135,569,1130
0,14,1005,971,1443,584
0,15,1491,542,1658,1626
0,16,1445,1165,666,1669
0,17,626,918,1103,1619
0,18,658,939,1212,1313
0,19,570,907,487,1213
0,20,406,828,1266,1131
0,21,1317,502,1573,645
0,22,721,1126,1627,697
0,23,1295,892,503,1150
0,24,1581,1155,1173,1659
0,25,386,1376,1009,1565
0,26,1008,497,698,1620
0,27,346,1143,1448,1510
0,28,372,893,1448,818
0,29,1065,1553,991,1413
0,30,974,837,1596,996
0,31,794,1313,1670,504
0,32,401,360,1202,566
0,33,1642,1571,622,506
0,34,740,829,1619,1678
0,35,790,1038,431,730
0,36,998,1192,1620,1344
0,37,927,1140,442,1167
0,38,967,1529,453,1522
0,39,639,1208,1410,1276
0,40,460,624,1092,1263
0,41,319,419,374,1473
0,42,1234,1469,1391,1474
0,43,1409,1237,1560,1096
0,44,816,1640,1296,297
0,45,498,1337,736,1616
0,46,975,533,1625,951
0,47,1012,1282,548,894
0,48,686,1369,1012,999
0,49,400,1646,1189,968
0,50,368,1627,1111,924
0,51,562,433,1462,1167
0,52,1521,833,653,1623
0,53,1251,1000,1623,710
0,54,970,825,1035,1491
0,55,577,279,1211,1356
0,56,1048,704,616,499
0,57,1105,956,1511,1576
0,58,1181,815,1568,1036
0,59,433,435,1394,1225
0,60,1196,839,1616,1483
0,61,360,869,323,351
0,62,1252,1321,570,784
0,63,1165,506,329,704
0,64,1289,335,473,993
0,65,1634,1484,1226,1642
0,66,528,1619,638,274
0,67,614,1168,393,658
0,68,1596,1241,1681,1295
0,69,538,1288,1649,1053
0,70,1354,1090,1626,416
0,71,696,293,620,1420
0,72,824,1177,921,531
0,73,552,1144,1505,815
0,74,913,804,1161,853
0,75,742,366,277,436
0,76,1130,456,883,610
0,77,1470,1307,588,1602
0,78,1489,684,1225,1162
0,79,847,544,780,280
0,80,1637,395,775,722
0,81,1635,1464,368,889
0,82,289,1113,1458,1409
0,83,496,1509,588,1367
0,84,710,513,1415,735
0,85,852,803,499,854
0,86,1498,839,632,637
0,87,1240,291,1189,1418
0,88,591,1536,344,529
0,89,1598,1245,1511,1639
0,90,1097,507,1642,446
0,91,1263,401,674,1383
0,92,1019,1357,571,1146
0,93,1282,1616,440,665
0,94,315,387,521,415
0,95,1128,1425,732,1448
0,96,1266,730,1374,329
0,97,1571,1081,1293,555
0,98,1427,1253,309,756
0,99,607,1455,413,993
0,100,302,1673,1600,1015
0,101,744,1192,1390,1406
0,102,1350,1245,1084,794
0,103,1053,724,356,735
0,104,1303,550,1165,1511
0,105,1602,1283,931,1613
0,106,1101,923,1589,407
0,107,915,1278,285,1479
0,108,1477,1635,445,451
0,109,1360,1602,1083,939
0,110,1395,569,646,1461
0,111,431,499,438,1261
0,112,1041,1471,1431,928
0,113,607,463,1521,1100
0,114,783,680,1464,714
0,115,962,755,1401,786
0,116,962,1398,444,1537
0,117,1258,1174,1254,1504
0,118,704,967,724,1284
0,119,1124,1007,995,1073
0,120,1230,419,1587,691
0,121,1002,682,351,841
0,122,624,984,1411,1498
0,123,677,399,1450,455
0,124,449,1642,329,820
0,125,644,1528,468,1283
0,126,679,1346,430,748
0,127,1259,1235,1343,754
0,128,1238,939,1576,576
0,129,393,1058,287,813
0,130,1679,1475,1055,418
0,131,395,1373,1204,882
0,132,472,1286,1586,1197
0,133,310,626,1517,1011
0,134,357,783,543,972
0,135,642,703,1067,401
0,136,1351,615,1081,1030
0,137,611,1023,1600,1167
0,138,807,1603,1368,972
0,139,1222,1040,954,444
0,140,682,1285,1525,1198
0,141,1019,1421,1356,546
0,142,898,908,1227,892
0,143,1295,275,851,524
0,144,1047,788,505,912
0,145,504,811,549,1015
0,146,585,942,1125,1351
0,147,938,1678,1074,363
0,148,305,785,667,783
0,149,1050,1272,752,1400
0,150,834,1440,1581,1413
0,151,468,1592,1551,579
0,152,796,442,1227,1530
0,153,1364,1441,423,454
0,154,1030,1516,1158,1649
0,155,713,1606,767,733
0,156,1404,1089,542,1424
0,157,959,843,1400,1586
0,158,901,1444,1648,907
0,159,586,1293,979,576
0,160,474,475,412,360
0,161,578,1249,357,754
0,162,1387,282,1325,1316
0,163,1409,280,1196,1583
0,164,1256,337,397,619
0,165,1050,1482,973,1229
0,166,745,1641,871,403
0,167,1581,1352,1286,1560
0,168,1158,617,680,473
0,169,1383,1173,332,1516
0,170,1223,590,947,1094
0,171,846,621,539,1469
0,172,1545,1337,438,787
0,173,1586,1319,611,1197
0,174,419,587,1057,826
0,175,451,348,1087,1414
0,176,354,1177,1101,513
0,177,316,454,908,939
0,178,472,1358,659,781
0,179,663,615,1498,584
0,180,371,894,1362,1099
0,181,450,912,1330,1466
0,182,916,1365,1415,1098
0,183,621,1626,759,1233
0,184,1630,1244,1180,959
0,185,653,1169,573,1676
0,186,878,1630,557,405
0,187,848,752,297,850
0,188,742,1426,819,660
0,189,285,920,563,685
0,190,483,414,1347,910
0,191,540,1373,492,452
0,192,1676,889,1001,518
0,193,1374,858,376,369
